take_off_time,order_cnt
06:30,0.009047342848177695
07:00,0.026961366942730273
07:30,0.03121642309045441
08:00,0.04711939830178094
08:30,0.0398406374501992
09:00,0.03478211259972045
09:30,0.013406992554840305
10:00,0.031477906987800584
10:30,0.027517614506175774
11:00,0.03724481548745353
11:30,0.05586722323118029
12:00,0.030607878747539674
12:30,0.029618994190303227
13:00,0.029542926147438885
13:30,0.026909070163261037
14:00,0.018674704523195997
14:30,0.04101969211459651
15:00,0.02125150947522559
15:30,0.0020918711787694094
16:00,0.028035828048189104
16:30,0.02792172598389259
17:00,0.020880677766261922
17:30,0.029652273959056376
18:00,0.021161178674324183
18:30,0.03819091177057878
19:00,0.06676872462417632
19:30,0.016706443914081145
20:00,0.018722247049986214
20:30,0.06006047409407715
21:00,0.04929684602877274
21:30,0.031953332255702724
22:00,0.02716579980792819
22:30,0.009185216175869315
23:00,9.983930625944908e-05
23:30,0
