take_off_time,order_cnt
06:30,0.008678773134809803
07:00,0.020605247620353588
07:30,0.02951493367115301
08:00,0.04877022885956729
08:30,0.03838554215155419
09:00,0.034073509883428055
09:30,0.012284567130647685
10:00,0.03088122763253158
10:30,0.025590124600609467
11:00,0.0369460665583389
11:30,0.05390715311373633
12:00,0.03376728383176182
12:30,0.02849820633951872
13:00,0.0317103826262543
13:30,0.02399504922708118
14:00,0.019151562001538947
14:30,0.04161121796260916
15:00,0.021699419591504395
15:30,0.002133635343744072
16:00,0.02838594713728377
16:30,0.02899982024317617
17:00,0.021064231447212953
17:30,0.030641788701182344
18:00,0.02616705163994353
18:30,0.046130006103205994
19:00,0.05884655801207426
19:30,0.019997058524700934
20:00,0.011827714807628226
20:30,0.06889304611082257
21:00,0.05490256540697158
21:30,0.032535274612297216
22:00,0.018738050256597538
22:30,0.010236191940499781
23:00,0.0002472544454288834
23:30,0.0001833093302317584
